LHS (Determinante),RHS (Dipendente),Tipo
DestCityName + Div1LongestGTime,IATA_CODE_Reporting_Airline,2 -> 1
DestCityName + Div1LongestGTime,Tail_Number,2 -> 1
DestCityName + Div1LongestGTime,Flight_Number_Reporting_Airline,2 -> 1
DestCityName + Div1LongestGTime,OriginAirportID,2 -> 1
DestCityName + Div1LongestGTime,OriginAirportSeqID,2 -> 1
DestCityName + Div1LongestGTime,OriginCityMarketID,2 -> 1
DestCityName + Div1LongestGTime,Origin,2 -> 1
DestCityName + Div1LongestGTime,OriginCityName,2 -> 1
DestCityName + Div1LongestGTime,OriginState,2 -> 1
DestCityName + Div1LongestGTime,OriginStateFips,2 -> 1
DestCityName + Div1LongestGTime,OriginStateName,2 -> 1
DestCityName + Div1LongestGTime,OriginWac,2 -> 1
DestCityName + Div1LongestGTime,DestAirportID,2 -> 1
DestCityName + Div1LongestGTime,DestAirportSeqID,2 -> 1
DestCityName + Div1LongestGTime,DestCityMarketID,2 -> 1
DestCityName + Div1LongestGTime,Dest,2 -> 1
DestCityName + Div1LongestGTime,DestState,2 -> 1
DestCityName + Div1LongestGTime,DestStateFips,2 -> 1
DestCityName + Div1LongestGTime,DestStateName,2 -> 1
DestCityName + Div1LongestGTime,DestWac,2 -> 1
DestCityName + Div1LongestGTime,CRSDepTime,2 -> 1
DestCityName + Div1LongestGTime,DepTime,2 -> 1
DestCityName + Div1LongestGTime,DepDelay,2 -> 1
DestCityName + Div1LongestGTime,DepDelayMinutes,2 -> 1
DestCityName + Div1LongestGTime,DepDel15,2 -> 1
DestCityName + Div1LongestGTime,DepartureDelayGroups,2 -> 1
DestCityName + Div1LongestGTime,DepTimeBlk,2 -> 1
DestCityName + Div1LongestGTime,TaxiOut,2 -> 1
DestCityName + Div1LongestGTime,WheelsOff,2 -> 1
DestCityName + Div1LongestGTime,WheelsOn,2 -> 1
DestCityName + Div1LongestGTime,TaxiIn,2 -> 1
DestCityName + Div1LongestGTime,CRSArrTime,2 -> 1
DestCityName + Div1LongestGTime,ArrTime,2 -> 1
DestCityName + Div1LongestGTime,ArrTimeBlk,2 -> 1
DestCityName + Div1LongestGTime,Cancelled,2 -> 1
DestCityName + Div1LongestGTime,Diverted,2 -> 1
DestCityName + Div1LongestGTime,CRSElapsedTime,2 -> 1
DestCityName + Div1LongestGTime,Distance,2 -> 1
DestCityName + Div1LongestGTime,DistanceGroup,2 -> 1
DestCityName + Div1LongestGTime,DivAirportLandings,2 -> 1
DestCityName + Div1LongestGTime,DivReachedDest,2 -> 1
DestCityName + Div1LongestGTime,DivDistance,2 -> 1
DestCityName + Div1LongestGTime,Div1Airport,2 -> 1
DestCityName + Div1LongestGTime,Div1AirportID,2 -> 1
DestCityName + Div1LongestGTime,Div1AirportSeqID,2 -> 1
DestCityName + Div1LongestGTime,Div1WheelsOn,2 -> 1
DestCityName + Div1LongestGTime,Div1TotalGTime,2 -> 1
DestState + DestStateFips,DestStateName,2 -> 1
DestState + DestStateFips,DestWac,2 -> 1
DestState + DestStateFips,DivReachedDest,2 -> 1
DestState + DestStateFips,DivDistance,2 -> 1
DestState + DestStateFips,Div1Airport,2 -> 1
DestState + DestStateFips,Div1AirportID,2 -> 1
DestState + DestStateFips,Div1AirportSeqID,2 -> 1
DestState + DestStateFips,Div1WheelsOn,2 -> 1
DestState + DestStateFips,Div1TotalGTime,2 -> 1
DestState + DestStateFips,Div1LongestGTime,2 -> 1
DestState + DestStateName,DestStateFips,2 -> 1
DestState + DestStateName,DestWac,2 -> 1
DestState + DestStateName,DivReachedDest,2 -> 1
DestState + DestStateName,DivDistance,2 -> 1
DestState + DestStateName,Div1Airport,2 -> 1
DestState + DestStateName,Div1AirportID,2 -> 1
DestState + DestStateName,Div1AirportSeqID,2 -> 1
DestState + DestStateName,Div1WheelsOn,2 -> 1
DestState + DestStateName,Div1TotalGTime,2 -> 1
DestState + DestStateName,Div1LongestGTime,2 -> 1
DestState + DestWac,DestStateFips,2 -> 1
DestState + DestWac,DestStateName,2 -> 1
DestState + DestWac,DivReachedDest,2 -> 1
DestState + DestWac,DivDistance,2 -> 1
DestState + DestWac,Div1Airport,2 -> 1
DestState + DestWac,Div1AirportID,2 -> 1
DestState + DestWac,Div1AirportSeqID,2 -> 1
DestState + DestWac,Div1WheelsOn,2 -> 1
DestState + DestWac,Div1TotalGTime,2 -> 1
DestState + DestWac,Div1LongestGTime,2 -> 1
DestState + CRSDepTime,DestStateFips,2 -> 1
DestState + CRSDepTime,DestStateName,2 -> 1
DestState + CRSDepTime,DestWac,2 -> 1
DestState + CRSDepTime,DepTimeBlk,2 -> 1
DestState + CRSDepTime,CancellationCode,2 -> 1
DestState + CRSDepTime,WeatherDelay,2 -> 1
DestState + CRSDepTime,FirstDepTime,2 -> 1
DestState + CRSDepTime,TotalAddGTime,2 -> 1
DestState + CRSDepTime,LongestAddGTime,2 -> 1
DestState + CRSDepTime,DivReachedDest,2 -> 1
DestState + CRSDepTime,DivDistance,2 -> 1
DestState + CRSDepTime,Div1Airport,2 -> 1
DestState + CRSDepTime,Div1AirportID,2 -> 1
DestState + CRSDepTime,Div1AirportSeqID,2 -> 1
DestState + CRSDepTime,Div1WheelsOn,2 -> 1
DestState + CRSDepTime,Div1TotalGTime,2 -> 1
DestState + CRSDepTime,Div1LongestGTime,2 -> 1
DestState + DepTime,DestStateFips,2 -> 1
DestState + DepTime,DestStateName,2 -> 1
DestState + DepTime,DestWac,2 -> 1
DestState + DepTime,Cancelled,2 -> 1
DestState + DepTime,CancellationCode,2 -> 1
DestState + DepTime,Diverted,2 -> 1
DestState + DepTime,CarrierDelay,2 -> 1
DestState + DepTime,WeatherDelay,2 -> 1
DestState + DepTime,NASDelay,2 -> 1
DestState + DepTime,LateAircraftDelay,2 -> 1
DestState + DepTime,FirstDepTime,2 -> 1
DestState + DepTime,TotalAddGTime,2 -> 1
DestState + DepTime,LongestAddGTime,2 -> 1
DestState + DepTime,DivAirportLandings,2 -> 1
DestState + DepTime,DivReachedDest,2 -> 1
DestState + DepTime,DivDistance,2 -> 1
DestState + DepTime,Div1Airport,2 -> 1
DestState + DepTime,Div1AirportID,2 -> 1
DestState + DepTime,Div1AirportSeqID,2 -> 1
DestState + DepTime,Div1WheelsOn,2 -> 1
DestState + DepTime,Div1TotalGTime,2 -> 1
DestState + DepTime,Div1LongestGTime,2 -> 1
DestState + DepDelay,DestStateFips,2 -> 1
DestState + DepDelay,DestStateName,2 -> 1
DestState + DepDelay,DestWac,2 -> 1
DestState + DepDelay,DepDelayMinutes,2 -> 1
DestState + DepDelay,DepDel15,2 -> 1
DestState + DepDelay,DepartureDelayGroups,2 -> 1
DestState + DepDelay,Cancelled,2 -> 1
DestState + DepDelay,CancellationCode,2 -> 1
DestState + DepDelay,WeatherDelay,2 -> 1
DestState + DepDelay,FirstDepTime,2 -> 1
DestState + DepDelay,TotalAddGTime,2 -> 1
DestState + DepDelay,LongestAddGTime,2 -> 1
DestState + DepDelay,DivReachedDest,2 -> 1
DestState + DepDelay,DivDistance,2 -> 1
DestState + DepDelay,Div1Airport,2 -> 1
DestState + DepDelay,Div1AirportID,2 -> 1
DestState + DepDelay,Div1AirportSeqID,2 -> 1
DestState + DepDelay,Div1WheelsOn,2 -> 1
DestState + DepDelay,Div1TotalGTime,2 -> 1
DestState + DepDelay,Div1LongestGTime,2 -> 1
DestState + DepDelayMinutes,DestStateFips,2 -> 1
DestState + DepDelayMinutes,DestStateName,2 -> 1
DestState + DepDelayMinutes,DestWac,2 -> 1
DestState + DepDelayMinutes,DepDel15,2 -> 1
DestState + DepDelayMinutes,Cancelled,2 -> 1
DestState + DepDelayMinutes,CancellationCode,2 -> 1
DestState + DepDelayMinutes,WeatherDelay,2 -> 1
DestState + DepDelayMinutes,FirstDepTime,2 -> 1
DestState + DepDelayMinutes,TotalAddGTime,2 -> 1
DestState + DepDelayMinutes,LongestAddGTime,2 -> 1
DestState + DepDelayMinutes,DivReachedDest,2 -> 1
DestState + DepDelayMinutes,DivDistance,2 -> 1
DestState + DepDelayMinutes,Div1Airport,2 -> 1
DestState + DepDelayMinutes,Div1AirportID,2 -> 1
DestState + DepDelayMinutes,Div1AirportSeqID,2 -> 1
DestState + DepDelayMinutes,Div1WheelsOn,2 -> 1
DestState + DepDelayMinutes,Div1TotalGTime,2 -> 1
DestState + DepDelayMinutes,Div1LongestGTime,2 -> 1
DestState + DepDel15,DestStateFips,2 -> 1
DestState + DepDel15,DestStateName,2 -> 1
DestState + DepDel15,DestWac,2 -> 1
DestState + DepDel15,CancellationCode,2 -> 1
DestState + DepDel15,DivReachedDest,2 -> 1
DestState + DepDel15,DivDistance,2 -> 1
DestState + DepDel15,Div1Airport,2 -> 1
DestState + DepDel15,Div1AirportID,2 -> 1
DestState + DepDel15,Div1AirportSeqID,2 -> 1
DestState + DepDel15,Div1WheelsOn,2 -> 1
DestState + DepDel15,Div1TotalGTime,2 -> 1
DestState + DepDel15,Div1LongestGTime,2 -> 1
DestState + DepartureDelayGroups,DestStateFips,2 -> 1
DestState + DepartureDelayGroups,DestStateName,2 -> 1
DestState + DepartureDelayGroups,DestWac,2 -> 1
DestState + DepartureDelayGroups,DepDel15,2 -> 1
DestState + DepartureDelayGroups,Cancelled,2 -> 1
DestState + DepartureDelayGroups,CancellationCode,2 -> 1
DestState + DepartureDelayGroups,FirstDepTime,2 -> 1
DestState + DepartureDelayGroups,TotalAddGTime,2 -> 1
DestState + DepartureDelayGroups,LongestAddGTime,2 -> 1
DestState + DepartureDelayGroups,DivReachedDest,2 -> 1
DestState + DepartureDelayGroups,DivDistance,2 -> 1
DestState + DepartureDelayGroups,Div1Airport,2 -> 1
DestState + DepartureDelayGroups,Div1AirportID,2 -> 1
DestState + DepartureDelayGroups,Div1AirportSeqID,2 -> 1
DestState + DepartureDelayGroups,Div1WheelsOn,2 -> 1
DestState + DepartureDelayGroups,Div1TotalGTime,2 -> 1
DestState + DepartureDelayGroups,Div1LongestGTime,2 -> 1
DestState + DepTimeBlk,DestStateFips,2 -> 1
DestState + DepTimeBlk,DestStateName,2 -> 1
DestState + DepTimeBlk,DestWac,2 -> 1
DestState + DepTimeBlk,CancellationCode,2 -> 1
DestState + DepTimeBlk,FirstDepTime,2 -> 1
DestState + DepTimeBlk,TotalAddGTime,2 -> 1
DestState + DepTimeBlk,LongestAddGTime,2 -> 1
DestState + DepTimeBlk,DivReachedDest,2 -> 1
DestState + DepTimeBlk,DivDistance,2 -> 1
DestState + DepTimeBlk,Div1Airport,2 -> 1
DestState + DepTimeBlk,Div1AirportID,2 -> 1
DestState + DepTimeBlk,Div1AirportSeqID,2 -> 1
DestState + DepTimeBlk,Div1WheelsOn,2 -> 1
DestState + DepTimeBlk,Div1TotalGTime,2 -> 1
DestState + DepTimeBlk,Div1LongestGTime,2 -> 1
DestState + TaxiOut,DestStateFips,2 -> 1
DestState + TaxiOut,DestStateName,2 -> 1
DestState + TaxiOut,DestWac,2 -> 1
DestState + TaxiOut,Cancelled,2 -> 1
DestState + TaxiOut,WeatherDelay,2 -> 1
DestState + TaxiOut,FirstDepTime,2 -> 1
DestState + TaxiOut,TotalAddGTime,2 -> 1
DestState + TaxiOut,LongestAddGTime,2 -> 1
DestState + TaxiOut,DivReachedDest,2 -> 1
DestState + TaxiOut,DivDistance,2 -> 1
DestState + TaxiOut,Div1Airport,2 -> 1
DestState + TaxiOut,Div1AirportID,2 -> 1
DestState + TaxiOut,Div1AirportSeqID,2 -> 1
DestState + TaxiOut,Div1WheelsOn,2 -> 1
DestState + TaxiOut,Div1TotalGTime,2 -> 1
DestState + TaxiOut,Div1LongestGTime,2 -> 1
DestState + WheelsOff,DestStateFips,2 -> 1
DestState + WheelsOff,DestStateName,2 -> 1
DestState + WheelsOff,DestWac,2 -> 1
DestState + WheelsOff,Cancelled,2 -> 1
DestState + WheelsOff,Diverted,2 -> 1
DestState + WheelsOff,CarrierDelay,2 -> 1
DestState + WheelsOff,WeatherDelay,2 -> 1
DestState + WheelsOff,NASDelay,2 -> 1
DestState + WheelsOff,LateAircraftDelay,2 -> 1
DestState + WheelsOff,FirstDepTime,2 -> 1
DestState + WheelsOff,TotalAddGTime,2 -> 1
DestState + WheelsOff,LongestAddGTime,2 -> 1
DestState + WheelsOff,DivAirportLandings,2 -> 1
DestState + WheelsOff,DivReachedDest,2 -> 1
DestState + WheelsOff,DivDistance,2 -> 1
DestState + WheelsOff,Div1Airport,2 -> 1
DestState + WheelsOff,Div1AirportID,2 -> 1
DestState + WheelsOff,Div1AirportSeqID,2 -> 1
DestState + WheelsOff,Div1WheelsOn,2 -> 1
DestState + WheelsOff,Div1TotalGTime,2 -> 1
DestState + WheelsOff,Div1LongestGTime,2 -> 1
DestState + WheelsOn,DestStateFips,2 -> 1
DestState + WheelsOn,DestStateName,2 -> 1
DestState + WheelsOn,DestWac,2 -> 1
DestState + WheelsOn,Cancelled,2 -> 1
DestState + WheelsOn,CarrierDelay,2 -> 1
DestState + WheelsOn,WeatherDelay,2 -> 1
DestState + WheelsOn,NASDelay,2 -> 1
DestState + WheelsOn,LateAircraftDelay,2 -> 1
DestState + WheelsOn,FirstDepTime,2 -> 1
DestState + WheelsOn,TotalAddGTime,2 -> 1
DestState + WheelsOn,LongestAddGTime,2 -> 1
DestState + WheelsOn,DivReachedDest,2 -> 1
DestState + WheelsOn,DivDistance,2 -> 1
DestState + WheelsOn,Div1Airport,2 -> 1
DestState + WheelsOn,Div1AirportID,2 -> 1
DestState + WheelsOn,Div1AirportSeqID,2 -> 1
DestState + WheelsOn,Div1WheelsOn,2 -> 1
DestState + WheelsOn,Div1TotalGTime,2 -> 1
DestState + WheelsOn,Div1LongestGTime,2 -> 1
DestState + TaxiIn,DestStateFips,2 -> 1
DestState + TaxiIn,DestStateName,2 -> 1
DestState + TaxiIn,DestWac,2 -> 1
DestState + TaxiIn,Cancelled,2 -> 1
DestState + TaxiIn,FirstDepTime,2 -> 1
DestState + TaxiIn,TotalAddGTime,2 -> 1
DestState + TaxiIn,LongestAddGTime,2 -> 1
DestState + TaxiIn,DivReachedDest,2 -> 1
DestState + TaxiIn,DivDistance,2 -> 1
DestState + TaxiIn,Div1Airport,2 -> 1
DestState + TaxiIn,Div1AirportID,2 -> 1
DestState + TaxiIn,Div1AirportSeqID,2 -> 1
DestState + TaxiIn,Div1WheelsOn,2 -> 1
DestState + TaxiIn,Div1TotalGTime,2 -> 1
DestState + TaxiIn,Div1LongestGTime,2 -> 1
DestState + CRSArrTime,DestStateFips,2 -> 1
DestState + CRSArrTime,DestStateName,2 -> 1
DestState + CRSArrTime,DestWac,2 -> 1
DestState + CRSArrTime,ArrTimeBlk,2 -> 1
DestState + CRSArrTime,CancellationCode,2 -> 1
DestState + CRSArrTime,WeatherDelay,2 -> 1
DestState + CRSArrTime,NASDelay,2 -> 1
DestState + CRSArrTime,FirstDepTime,2 -> 1
DestState + CRSArrTime,TotalAddGTime,2 -> 1
DestState + CRSArrTime,LongestAddGTime,2 -> 1
DestState + CRSArrTime,DivReachedDest,2 -> 1
DestState + CRSArrTime,DivDistance,2 -> 1
DestState + CRSArrTime,Div1Airport,2 -> 1
DestState + CRSArrTime,Div1AirportID,2 -> 1
DestState + CRSArrTime,Div1AirportSeqID,2 -> 1
DestState + CRSArrTime,Div1WheelsOn,2 -> 1
DestState + CRSArrTime,Div1TotalGTime,2 -> 1
DestState + CRSArrTime,Div1LongestGTime,2 -> 1
DestState + ArrTime,DestStateFips,2 -> 1
DestState + ArrTime,DestStateName,2 -> 1
DestState + ArrTime,DestWac,2 -> 1
DestState + ArrTime,Cancelled,2 -> 1
DestState + ArrTime,Diverted,2 -> 1
DestState + ArrTime,WeatherDelay,2 -> 1
DestState + ArrTime,LateAircraftDelay,2 -> 1
DestState + ArrTime,FirstDepTime,2 -> 1
DestState + ArrTime,TotalAddGTime,2 -> 1
DestState + ArrTime,LongestAddGTime,2 -> 1
DestState + ArrTime,DivAirportLandings,2 -> 1
DestState + ArrTime,DivReachedDest,2 -> 1
DestState + ArrTime,DivDistance,2 -> 1
DestState + ArrTime,Div1Airport,2 -> 1
DestState + ArrTime,Div1AirportID,2 -> 1
DestState + ArrTime,Div1AirportSeqID,2 -> 1
DestState + ArrTime,Div1WheelsOn,2 -> 1
DestState + ArrTime,Div1TotalGTime,2 -> 1
DestState + ArrTime,Div1LongestGTime,2 -> 1
DestState + ArrDelay,DestStateFips,2 -> 1
DestState + ArrDelay,DestStateName,2 -> 1
DestState + ArrDelay,DestWac,2 -> 1
DestState + ArrDelay,ArrDelayMinutes,2 -> 1
DestState + ArrDelay,ArrDel15,2 -> 1
DestState + ArrDelay,ArrivalDelayGroups,2 -> 1
DestState + ArrDelay,Cancelled,2 -> 1
DestState + ArrDelay,Diverted,2 -> 1
DestState + ArrDelay,WeatherDelay,2 -> 1
DestState + ArrDelay,FirstDepTime,2 -> 1
DestState + ArrDelay,TotalAddGTime,2 -> 1
DestState + ArrDelay,LongestAddGTime,2 -> 1
DestState + ArrDelay,DivAirportLandings,2 -> 1
DestState + ArrDelayMinutes,DestStateFips,2 -> 1
DestState + ArrDelayMinutes,DestStateName,2 -> 1
DestState + ArrDelayMinutes,DestWac,2 -> 1
DestState + ArrDelayMinutes,ArrDel15,2 -> 1
DestState + ArrDelayMinutes,Cancelled,2 -> 1
DestState + ArrDelayMinutes,Diverted,2 -> 1
DestState + ArrDelayMinutes,WeatherDelay,2 -> 1
DestState + ArrDelayMinutes,FirstDepTime,2 -> 1
DestState + ArrDelayMinutes,TotalAddGTime,2 -> 1
DestState + ArrDelayMinutes,LongestAddGTime,2 -> 1
DestState + ArrDelayMinutes,DivAirportLandings,2 -> 1
DestState + ArrDel15,DestStateFips,2 -> 1
DestState + ArrDel15,DestStateName,2 -> 1
DestState + ArrDel15,DestWac,2 -> 1
DestState + ArrDel15,Cancelled,2 -> 1
DestState + ArrDel15,Diverted,2 -> 1
DestState + ArrDel15,DivAirportLandings,2 -> 1
DestState + ArrivalDelayGroups,DestStateFips,2 -> 1
DestState + ArrivalDelayGroups,DestStateName,2 -> 1
DestState + ArrivalDelayGroups,DestWac,2 -> 1
DestState + ArrivalDelayGroups,ArrDel15,2 -> 1
DestState + ArrivalDelayGroups,Cancelled,2 -> 1
DestState + ArrivalDelayGroups,Diverted,2 -> 1
DestState + ArrivalDelayGroups,FirstDepTime,2 -> 1
DestState + ArrivalDelayGroups,TotalAddGTime,2 -> 1
DestState + ArrivalDelayGroups,LongestAddGTime,2 -> 1
DestState + ArrivalDelayGroups,DivAirportLandings,2 -> 1
DestState + ArrTimeBlk,DestStateFips,2 -> 1
DestState + ArrTimeBlk,DestStateName,2 -> 1
DestState + ArrTimeBlk,DestWac,2 -> 1
DestState + ArrTimeBlk,CancellationCode,2 -> 1
DestState + ArrTimeBlk,FirstDepTime,2 -> 1
DestState + ArrTimeBlk,TotalAddGTime,2 -> 1
DestState + ArrTimeBlk,LongestAddGTime,2 -> 1
DestState + ArrTimeBlk,DivReachedDest,2 -> 1
DestState + ArrTimeBlk,DivDistance,2 -> 1
DestState + ArrTimeBlk,Div1Airport,2 -> 1
DestState + ArrTimeBlk,Div1AirportID,2 -> 1
DestState + ArrTimeBlk,Div1AirportSeqID,2 -> 1
DestState + ArrTimeBlk,Div1WheelsOn,2 -> 1
DestState + ArrTimeBlk,Div1TotalGTime,2 -> 1
DestState + ArrTimeBlk,Div1LongestGTime,2 -> 1
DestState + Cancelled,DestStateFips,2 -> 1
DestState + Cancelled,DestStateName,2 -> 1
DestState + Cancelled,DestWac,2 -> 1
DestState + Cancelled,DivReachedDest,2 -> 1
DestState + Cancelled,DivDistance,2 -> 1
DestState + Cancelled,Div1Airport,2 -> 1
DestState + Cancelled,Div1AirportID,2 -> 1
DestState + Cancelled,Div1AirportSeqID,2 -> 1
DestState + Cancelled,Div1WheelsOn,2 -> 1
DestState + Cancelled,Div1TotalGTime,2 -> 1
DestState + Cancelled,Div1LongestGTime,2 -> 1
DestState + CancellationCode,DestStateFips,2 -> 1
DestState + CancellationCode,DestStateName,2 -> 1
DestState + CancellationCode,DestWac,2 -> 1
DestState + CancellationCode,DepTime,2 -> 1
DestState + CancellationCode,DepDelay,2 -> 1
DestState + CancellationCode,DepDelayMinutes,2 -> 1
DestState + CancellationCode,DepDel15,2 -> 1
DestState + CancellationCode,DepartureDelayGroups,2 -> 1
DestState + CancellationCode,Cancelled,2 -> 1
DestState + CancellationCode,Diverted,2 -> 1
DestState + CancellationCode,FirstDepTime,2 -> 1
DestState + CancellationCode,TotalAddGTime,2 -> 1
DestState + CancellationCode,LongestAddGTime,2 -> 1
DestState + CancellationCode,DivAirportLandings,2 -> 1
DestState + Diverted,DestStateFips,2 -> 1
DestState + Diverted,DestStateName,2 -> 1
DestState + Diverted,DestWac,2 -> 1
DestState + Diverted,DivAirportLandings,2 -> 1
DestState + Diverted,DivReachedDest,2 -> 1
DestState + Diverted,DivDistance,2 -> 1
DestState + Diverted,Div1Airport,2 -> 1
DestState + Diverted,Div1AirportID,2 -> 1
DestState + Diverted,Div1AirportSeqID,2 -> 1
DestState + Diverted,Div1WheelsOn,2 -> 1
DestState + Diverted,Div1TotalGTime,2 -> 1
DestState + Diverted,Div1LongestGTime,2 -> 1
DestState + CRSElapsedTime,DestStateFips,2 -> 1
DestState + CRSElapsedTime,DestStateName,2 -> 1
DestState + CRSElapsedTime,DestWac,2 -> 1
DestState + CRSElapsedTime,CancellationCode,2 -> 1
DestState + CRSElapsedTime,WeatherDelay,2 -> 1
DestState + CRSElapsedTime,FirstDepTime,2 -> 1
DestState + CRSElapsedTime,TotalAddGTime,2 -> 1
DestState + CRSElapsedTime,LongestAddGTime,2 -> 1
DestState + CRSElapsedTime,DivReachedDest,2 -> 1
DestState + CRSElapsedTime,DivDistance,2 -> 1
DestState + CRSElapsedTime,Div1Airport,2 -> 1
DestState + CRSElapsedTime,Div1AirportID,2 -> 1
DestState + CRSElapsedTime,Div1AirportSeqID,2 -> 1
DestState + CRSElapsedTime,Div1WheelsOn,2 -> 1
DestState + CRSElapsedTime,Div1TotalGTime,2 -> 1
DestState + CRSElapsedTime,Div1LongestGTime,2 -> 1
DestState + ActualElapsedTime,DestStateFips,2 -> 1
DestState + ActualElapsedTime,DestStateName,2 -> 1
DestState + ActualElapsedTime,DestWac,2 -> 1
DestState + ActualElapsedTime,Cancelled,2 -> 1
DestState + ActualElapsedTime,Diverted,2 -> 1
DestState + ActualElapsedTime,WeatherDelay,2 -> 1
DestState + ActualElapsedTime,FirstDepTime,2 -> 1
DestState + ActualElapsedTime,TotalAddGTime,2 -> 1
DestState + ActualElapsedTime,LongestAddGTime,2 -> 1
DestState + ActualElapsedTime,DivAirportLandings,2 -> 1
DestState + AirTime,DestStateFips,2 -> 1
DestState + AirTime,DestStateName,2 -> 1
DestState + AirTime,DestWac,2 -> 1
DestState + AirTime,Cancelled,2 -> 1
DestState + AirTime,Diverted,2 -> 1
DestState + AirTime,WeatherDelay,2 -> 1
DestState + AirTime,FirstDepTime,2 -> 1
DestState + AirTime,TotalAddGTime,2 -> 1
DestState + AirTime,LongestAddGTime,2 -> 1
DestState + AirTime,DivAirportLandings,2 -> 1
DestState + Distance,DestStateFips,2 -> 1
DestState + Distance,DestStateName,2 -> 1
DestState + Distance,DestWac,2 -> 1
DestState + Distance,CancellationCode,2 -> 1
DestState + Distance,DistanceGroup,2 -> 1
DestState + Distance,FirstDepTime,2 -> 1
DestState + Distance,TotalAddGTime,2 -> 1
DestState + Distance,LongestAddGTime,2 -> 1
DestState + Distance,DivReachedDest,2 -> 1
DestState + Distance,DivDistance,2 -> 1
DestState + Distance,Div1Airport,2 -> 1
DestState + Distance,Div1AirportID,2 -> 1
DestState + Distance,Div1AirportSeqID,2 -> 1
DestState + Distance,Div1WheelsOn,2 -> 1
DestState + Distance,Div1TotalGTime,2 -> 1
DestState + Distance,Div1LongestGTime,2 -> 1
DestState + DistanceGroup,DestStateFips,2 -> 1
DestState + DistanceGroup,DestStateName,2 -> 1
DestState + DistanceGroup,DestWac,2 -> 1
DestState + DistanceGroup,FirstDepTime,2 -> 1
DestState + DistanceGroup,TotalAddGTime,2 -> 1
DestState + DistanceGroup,LongestAddGTime,2 -> 1
DestState + DistanceGroup,DivReachedDest,2 -> 1
DestState + DistanceGroup,DivDistance,2 -> 1
DestState + DistanceGroup,Div1Airport,2 -> 1
DestState + DistanceGroup,Div1AirportID,2 -> 1
DestState + DistanceGroup,Div1AirportSeqID,2 -> 1
DestState + DistanceGroup,Div1WheelsOn,2 -> 1
DestState + DistanceGroup,Div1TotalGTime,2 -> 1
DestState + DistanceGroup,Div1LongestGTime,2 -> 1
DestState + CarrierDelay,DestStateFips,2 -> 1
DestState + CarrierDelay,DestStateName,2 -> 1
DestState + CarrierDelay,DestWac,2 -> 1
DestState + CarrierDelay,ArrDel15,2 -> 1
DestState + CarrierDelay,Cancelled,2 -> 1
DestState + CarrierDelay,Diverted,2 -> 1
DestState + CarrierDelay,FirstDepTime,2 -> 1
DestState + CarrierDelay,TotalAddGTime,2 -> 1
DestState + CarrierDelay,LongestAddGTime,2 -> 1
DestState + CarrierDelay,DivAirportLandings,2 -> 1
DestState + WeatherDelay,DestStateFips,2 -> 1
DestState + WeatherDelay,DestStateName,2 -> 1
DestState + WeatherDelay,DestWac,2 -> 1
DestState + WeatherDelay,ArrDel15,2 -> 1
DestState + WeatherDelay,Cancelled,2 -> 1
DestState + WeatherDelay,Diverted,2 -> 1
DestState + WeatherDelay,DivAirportLandings,2 -> 1
DestState + NASDelay,DestStateFips,2 -> 1
DestState + NASDelay,DestStateName,2 -> 1
DestState + NASDelay,DestWac,2 -> 1
DestState + NASDelay,ArrDel15,2 -> 1
DestState + NASDelay,Cancelled,2 -> 1
DestState + NASDelay,Diverted,2 -> 1
DestState + NASDelay,FirstDepTime,2 -> 1
DestState + NASDelay,TotalAddGTime,2 -> 1
DestState + NASDelay,LongestAddGTime,2 -> 1
DestState + NASDelay,DivAirportLandings,2 -> 1
DestState + LateAircraftDelay,DestStateFips,2 -> 1
DestState + LateAircraftDelay,DestStateName,2 -> 1
DestState + LateAircraftDelay,DestWac,2 -> 1
DestState + LateAircraftDelay,ArrDel15,2 -> 1
DestState + LateAircraftDelay,Cancelled,2 -> 1
DestState + LateAircraftDelay,Diverted,2 -> 1
DestState + LateAircraftDelay,DivAirportLandings,2 -> 1
DestState + FirstDepTime,DayofMonth,2 -> 1
DestState + FirstDepTime,DayOfWeek,2 -> 1
DestState + FirstDepTime,FlightDate,2 -> 1
DestState + FirstDepTime,Reporting_Airline,2 -> 1
DestState + FirstDepTime,DOT_ID_Reporting_Airline,2 -> 1
DestState + FirstDepTime,IATA_CODE_Reporting_Airline,2 -> 1
DestState + FirstDepTime,Tail_Number,2 -> 1
DestState + FirstDepTime,Flight_Number_Reporting_Airline,2 -> 1
DestState + FirstDepTime,OriginAirportID,2 -> 1
DestState + FirstDepTime,OriginAirportSeqID,2 -> 1
DestState + FirstDepTime,OriginCityMarketID,2 -> 1
DestState + FirstDepTime,Origin,2 -> 1
DestState + FirstDepTime,OriginCityName,2 -> 1
DestState + FirstDepTime,OriginState,2 -> 1
DestState + FirstDepTime,OriginStateFips,2 -> 1
DestState + FirstDepTime,OriginStateName,2 -> 1
DestState + FirstDepTime,OriginWac,2 -> 1
DestState + FirstDepTime,DestAirportID,2 -> 1
DestState + FirstDepTime,DestAirportSeqID,2 -> 1
DestState + FirstDepTime,DestCityMarketID,2 -> 1
DestState + FirstDepTime,Dest,2 -> 1
DestState + FirstDepTime,DestCityName,2 -> 1
DestState + FirstDepTime,DestStateFips,2 -> 1
DestState + FirstDepTime,DestStateName,2 -> 1
